"","Date","Counts","Julian","DDs","prop1st"
"1",2019-04-15,0,105,42.5373511231718,0
"2",2019-04-22,0,112,71.6597802967479,0
"3",2019-04-29,0,119,92.7930173459861,0
"4",2019-05-10,0.0285714285714286,130,159.804855786579,0.00335570469798658
"5",2019-05-16,0.985714285714286,136,199.578973259912,0.115771812080537
"6",2019-05-23,0.757142857142857,143,236.649222722173,0.0889261744966443
"7",2019-05-30,0.571428571428571,150,296.784222722173,0.0671140939597315
"8",2019-06-06,1.12857142857143,157,367.731514839675,0.13255033557047
"9",2019-06-12,0.642857142857143,163,419.889663615725,0.075503355704698
"10",2019-06-19,2.08571428571429,170,504.151545731943,0.24496644295302
"11",2019-06-26,1.67142857142857,177,557.561545731942,0.196308724832215
"12",2019-07-03,0.642857142857143,184,621.772764374465,0.075503355704698
"13",2019-07-17,0.1,198,783.082764374465,NA
"14",2019-07-24,0.0142857142857143,205,861.994283984597,NA
"15",2019-08-07,0.128571428571429,219,1052.63923482184,NA
"16",2019-08-14,0.471428571428571,226,1140.02887052817,NA
"17",2019-09-04,0.0714285714285714,247,1397.40731692996,NA
"18",2019-09-11,0.0142857142857143,254,1464.34231692996,NA
"19",2019-09-18,0.0142857142857143,261,1506.0376668558,NA
"20",2019-09-25,0,268,1548.66763678108,NA
"21",2019-10-02,0,275,1560.70333885723,NA
