"","Date","Counts","Julian","DDs","prop1st"
"1",2020-04-20,0,111,88.444186013086,0
"2",2020-04-27,0,118,117.056967295517,0
"3",2020-05-04,0,125,147.475764817637,0
"4",2020-05-07,0,128,160.714486896596,0
"5",2020-05-13,0.111111111111111,134,203.084051896064,0.1
"6",2020-05-20,0.185185185185185,141,237.968029083373,0.166666666666667
"7",2020-05-27,0,148,279.551525861459,0
"8",2020-06-03,0.222222222222222,155,344.288018421054,0.2
"9",2020-06-10,0.037037037037037,162,389.159898440456,0.0333333333333333
"10",2020-06-17,0.259259259259259,169,439.063073462761,0.233333333333333
"11",2020-06-24,0.111111111111111,176,527.25301956993,0.1
"12",2020-07-01,0.111111111111111,183,602.668635527385,0.1
"13",2020-07-08,0.0740740740740741,190,672.843635527385,0.0666666666666667
"14",2020-07-15,0.111111111111111,197,750.996017389195,NA
"15",2020-07-22,0.148148148148148,204,857.37969621705,NA
"16",2020-07-29,0.185185185185185,211,954.918422193416,NA
"17",2020-08-05,0.111111111111111,218,1063.95477481623,NA
"18",2020-08-12,0.259259259259259,225,1145.607074244,NA
"19",2020-08-19,0.148148148148148,232,1243.52277248456,NA
"20",2020-08-26,0.185185185185185,239,1332.96787033176,NA
"21",2020-09-02,0.0740740740740741,246,1415.22630898986,NA
"22",2020-09-09,0,253,1494.31490681945,NA
"23",2020-09-15,0,259,1546.78990681945,NA
