"","Date","Counts","Julian","DDs","prop1st"
"1",2020-04-20,0,111,78.6219149541409,0
"2",2020-05-06,0.0144927536231884,127,138.919667694922,0.00427350427350427
"3",2020-05-13,0.376811594202899,134,181.10693024482,0.111111111111111
"4",2020-05-20,0,141,213.423286990032,0
"5",2020-05-27,0.246376811594203,148,253.67073027312,0.0726495726495727
"6",2020-06-03,0.36231884057971,155,315.741487805532,0.106837606837607
"7",2020-06-11,0.695652173913043,163,366.229487687846,0.205128205128205
"8",2020-06-17,0.376811594202899,169,402.861022855106,0.111111111111111
"9",2020-06-24,0.753623188405797,176,489.21387977319,0.222222222222222
"10",2020-07-01,0.565217391304348,183,561.675261433814,0.166666666666667
"11",2020-07-15,0.217391304347826,197,703.931818985464,NA
"12",2020-07-29,0.347826086956522,211,903.055063324135,NA
"13",2020-08-05,0.463768115942029,218,1009.86353905651,NA
"14",2020-08-12,0.347826086956522,225,1088.635948697,NA
"15",2020-08-19,0.898550724637681,232,1183.64900182673,NA
"16",2020-08-26,0.63768115942029,239,1271.27900182673,NA
"17",2020-09-02,0.333333333333333,246,1351.2066371066,NA
"18",2020-09-16,0.159420289855072,260,1489.60886283092,NA
"19",2020-09-23,0,267,1541.96687440978,NA
