"","Date","Counts","Julian","DDs","prop1st"
"1",2019-04-15,0,105,54.5501579513858,0
"2",2019-04-22,0,112,88.1976197467752,0
"3",2019-04-29,0,119,113.087644914292,0
"4",2019-05-06,0.00625,126,153.557408250613,0.00160771704180064
"5",2019-05-09,0.31875,129,181.897408250613,0.0819935691318328
"6",2019-05-16,1.9375,136,236.062194762478,0.498392282958199
"7",2019-05-23,0.43125,143,281.704238236795,0.110932475884244
"8",2019-05-30,0.18125,150,348.550077678482,0.0466237942122186
"9",2019-06-06,0.38125,157,423.982204778931,0.0980707395498392
"10",2019-06-12,0.0875,163,481.249348590543,0.022508038585209
"11",2019-06-19,0.325,170,572.514208791463,0.0836012861736334
"12",2019-06-26,0.21875,177,633.604208791463,0.0562700964630225
"13",2019-07-03,0.525,184,701.968889491352,NA
"14",2019-07-17,0.337662337662338,198,875.183889491352,NA
"15",2019-07-24,0.21875,205,960.983660457176,NA
"16",2019-07-31,0.05,212,1057.1771557012,NA
"17",2019-08-07,0.1,219,1161.22898775722,NA
"18",2019-08-14,0.0625,226,1253.64087384494,NA
"19",2019-08-28,0.03125,240,1434.8977215041,NA
"20",2019-09-04,0.13125,247,1528.89762773257,NA
"21",2019-09-11,0.13125,254,1599.55262773257,NA
"22",2019-09-18,0.06875,261,1643.68353718269,NA
"23",2019-10-02,0,275,1705.35753106239,NA
