"","Date","Counts","Julian","DDs","prop1st"
"1",2020-04-20,0,111,103.110389695966,0
"2",2020-04-27,0,118,130.937399880475,0
"3",2020-05-07,0.133333333333333,128,175.442263572923,0.0444444444444444
"4",2020-05-14,1,135,221.825677662709,0.333333333333333
"5",2020-05-21,0.133333333333333,142,261.976092502441,0.0444444444444444
"6",2020-05-28,0.0666666666666667,149,317.876270965124,0.0222222222222222
"7",2020-06-04,0.133333333333333,156,383.497609464067,0.0444444444444444
"8",2020-06-18,0.333333333333333,170,487.082729558866,0.111111111111111
"9",2020-06-25,1.13333333333333,177,585.321244219058,0.377777777777778
"10",2020-07-02,0.0666666666666667,184,662.763160605589,0.0222222222222222
"11",2020-07-09,1.33333333333333,191,738.813160605589,NA
"12",2020-07-23,0.2,205,939.254709835055,NA
"13",2020-07-30,0.0666666666666667,212,1042.00102996133,NA
"14",2020-08-06,0.6,219,1148.61794774544,NA
"15",2020-08-13,0.933333333333333,226,1234.44294162847,NA
"16",2020-08-20,1.06666666666667,233,1339.07153861684,NA
"17",2020-08-27,0.266666666666667,240,1431.14451406273,NA
"18",2020-09-03,0.333333333333333,247,1519.66163716949,NA
"19",2020-09-10,0,254,1599.32247974629,NA
"20",2020-09-17,0.133333333333333,261,1662.34190859368,NA
"21",2020-09-24,0,268,1717.01690859368,NA
