"","Date","Counts","Julian","DDs","prop1st"
"1",2019-04-22,0,112,89.7783047621131,0
"2",2019-04-29,0,119,114.841315310018,0
"3",2019-05-06,0.133333333333333,126,155.970775762415,0.0119047619047619
"4",2019-05-13,1.73333333333333,133,225.408506973376,0.154761904761905
"5",2019-05-20,1.53333333333333,140,264.03851773752,0.136904761904762
"6",2019-05-27,0.533333333333333,147,314.553477105889,0.0476190476190476
"7",2019-06-03,2.26666666666667,154,405.99509232199,0.202380952380952
"8",2019-06-10,0.933333333333333,161,459.541143245232,0.0833333333333333
"9",2019-06-17,2.53333333333333,168,558.310998282637,0.226190476190476
"10",2019-06-24,1.53333333333333,175,625.495998282637,0.136904761904762
"11",2019-07-01,0.533333333333333,182,686.402907576152,NA
"12",2019-07-08,0.4,189,768.857907576152,NA
"13",2019-07-19,0.866666666666667,200,904.086177450553,NA
"14",2019-07-23,0.133333333333333,204,958.084293842718,NA
"15",2019-07-30,0.333333333333333,211,1052.79243929141,NA
"16",2019-08-05,0.733333333333333,217,1138.30770072309,NA
"17",2019-08-12,1.33333333333333,224,1237.70334270347,NA
"18",2019-08-23,0.8,235,1387.59028509231,NA
"19",2019-08-26,0.2,238,1424.01028509231,NA
"20",2019-09-04,0.4,247,1544.25884863538,NA
