"","Date","Counts","Julian","DDs","prop1st"
"1",2020-04-20,0,111,84.8314306387711,0
"2",2020-04-27,0,118,113.179744112703,0
"3",2020-05-04,0,125,143.648815343616,0
"4",2020-05-07,0.0263157894736842,128,157.044242304606,0.0204081632653061
"5",2020-05-13,0.131578947368421,134,198.440265251751,0.102040816326531
"6",2020-05-20,0.157894736842105,141,232.484192856107,0.122448979591837
"7",2020-05-27,0.131578947368421,148,272.358285566218,0.102040816326531
"8",2020-06-03,0.394736842105263,155,336.205643392982,0.306122448979592
"9",2020-06-10,0.0789473684210526,162,379.891463314321,0.0612244897959184
"10",2020-06-17,0.0789473684210526,169,428.586432046008,0.0612244897959184
"11",2020-06-24,0.210526315789474,176,514.608473818152,0.163265306122449
"12",2020-07-01,0.0263157894736842,183,589.109785723194,0.0204081632653061
"13",2020-07-08,0.0526315789473684,190,657.841227845637,0.0408163265306122
"14",2020-07-15,0,197,734.1244871053,NA
"15",2020-07-22,0.0526315789473684,204,838.904139291403,NA
"16",2020-07-29,0.131578947368421,211,935.352005945461,NA
"17",2020-08-05,0.289473684210526,218,1043.32125598283,NA
"18",2020-08-12,0.131578947368421,225,1123.85143173839,NA
"19",2020-08-19,0.263157894736842,232,1220.73591430567,NA
"20",2020-08-26,0.0526315789473684,239,1308.48759831881,NA
"21",2020-09-02,0.0526315789473684,246,1389.27081040942,NA
"22",2020-09-09,0,253,1467.730279101,NA
"23",2020-09-15,0,259,1519.835279101,NA
