"","Date","Counts","Julian","DDs","prop1st"
"1",2021-04-27,0,117,119.136197715475,0
"2",2021-05-03,0,123,156.314807412288,0
"3",2021-05-10,0.0740740740740741,130,190.676158029865,0.105263157894737
"4",2021-05-17,0.333333333333333,137,252.558822331406,0.473684210526316
"5",2021-05-24,0,144,282.466021889482,0
"6",2021-06-01,0.111111111111111,152,347.854819354406,0.157894736842105
"7",2021-06-08,0.0740740740740741,159,410.444557638888,0.105263157894737
"8",2021-06-15,0.037037037037037,166,469.657546389195,0.0526315789473684
"9",2021-06-22,0.037037037037037,173,557.179141025343,0.0526315789473684
"10",2021-06-29,0.037037037037037,180,678.870814165317,0.0526315789473684
"11",2021-07-08,0.037037037037037,189,823.184301062209,NA
"12",2021-07-13,0,194,901.407052363633,NA
"13",2021-07-20,0,201,1003.19057355369,NA
"14",2021-07-27,0,208,1099.15793680048,NA
"15",2021-08-03,0.037037037037037,215,1213.56416749333,NA
"16",2021-08-10,0.0740740740740741,222,1308.47010159714,NA
"17",2021-08-17,0.037037037037037,229,1416.8903413718,NA
"18",2021-08-24,0,236,1482.32665760402,NA
"19",2021-09-01,0,244,1554.64541168134,NA
"20",2021-09-08,0.037037037037037,251,1629.40391992471,NA
"21",2021-09-14,0,257,1683.04952793226,NA
