"","Date","Counts","Julian","DDs","prop1st"
"1",2020-04-20,0,111,84.8314306387711,0
"2",2020-04-27,0,118,113.179744112703,0
"3",2020-05-04,0,125,143.648815343616,0
"4",2020-05-07,0,128,157.044242304606,0
"5",2020-05-13,0.19047619047619,134,198.440265251751,0.181818181818182
"6",2020-05-20,0.0476190476190476,141,232.484192856107,0.0454545454545454
"7",2020-05-27,0.119047619047619,148,272.358285566218,0.113636363636364
"8",2020-06-03,0.404761904761905,155,336.205643392982,0.386363636363636
"9",2020-06-10,0.0714285714285714,162,379.891463314321,0.0681818181818182
"10",2020-06-17,0.0714285714285714,169,428.586432046008,0.0681818181818182
"11",2020-06-24,0.0952380952380952,176,514.608473818152,0.0909090909090909
"12",2020-07-01,0,183,589.109785723194,0
"13",2020-07-08,0.0476190476190476,190,657.841227845637,0.0454545454545454
"14",2020-07-15,0.0952380952380952,197,734.1244871053,NA
"15",2020-07-22,0.166666666666667,204,838.904139291403,NA
"16",2020-07-29,0.0952380952380952,211,935.352005945461,NA
"17",2020-08-05,0.119047619047619,218,1043.32125598283,NA
"18",2020-08-12,0.119047619047619,225,1123.85143173839,NA
"19",2020-08-19,0.119047619047619,232,1220.73591430567,NA
"20",2020-08-26,0.0476190476190476,239,1308.48759831881,NA
"21",2020-09-02,0.0476190476190476,246,1389.27081040942,NA
"22",2020-09-09,0.0476190476190476,253,1467.730279101,NA
"23",2020-09-15,0,259,1519.835279101,NA
