"","Date","Counts","Julian","DDs","prop1st"
"1",2020-04-20,0,111,99.1413586536113,0
"2",2020-04-27,0.0261437908496732,118,126.929337253225,0.013986013986014
"3",2020-05-07,0.549019607843137,128,171.101960137282,0.293706293706294
"4",2020-05-14,0.660130718954248,135,217.959719345287,0.353146853146853
"5",2020-05-28,0.104575163398693,149,311.525365982579,0.0559440559440559
"6",2020-06-04,0.183006535947712,156,376.441213923856,0.0979020979020979
"7",2020-06-11,0.111111111111111,163,423.900072188859,0.0594405594405594
"8",2020-06-18,0.0457516339869281,170,478.44166810291,0.0244755244755245
"9",2020-06-25,0.0784313725490196,177,575.635321828083,0.041958041958042
"10",2020-07-02,0.111111111111111,184,651.508120916407,0.0594405594405594
"11",2020-07-09,0.130718954248366,191,726.208120916407,NA
"12",2020-07-23,0.464052287581699,205,924.193507506504,NA
"13",2020-07-30,0.352941176470588,212,1026.24858266065,NA
"14",2020-08-06,0.189542483660131,219,1131.72564057976,NA
"15",2020-08-13,0.117647058823529,226,1215.96660033073,NA
"16",2020-08-20,0.117647058823529,233,1319.97887751799,NA
"17",2020-08-27,0.0784313725490196,240,1410.62884373992,NA
"18",2020-09-03,0.0980392156862745,247,1497.62863558682,NA
"19",2020-09-10,0.0196078431372549,254,1576.76754674053,NA
"20",2020-09-17,0,261,1638.93989029356,NA
"21",2020-09-24,0,268,1692.85585202925,NA
"22",2020-10-01,0,275,1736.88805032436,NA
