"","Date","Counts","Julian","DDs","prop1st"
"1",2019-04-15,0,105,52.4198411583798,0
"2",2019-04-22,0,112,84.6187083333227,0
"3",2019-04-29,0,119,109.899566464436,0
"4",2019-05-10,0.137254901960784,130,179.18923350872,0.0140280561122244
"5",2019-05-18,1,138,232.009202763273,0.102204408817635
"6",2019-06-04,2.90196078431373,155,387.292543189718,0.296593186372745
"7",2019-06-11,1.49019607843137,162,441.610414509761,0.152304609218437
"8",2019-06-18,3.3921568627451,169,534.313676950661,0.346693386773547
"9",2019-06-25,0.588235294117647,176,590.368676950661,0.0601202404809619
"10",2019-07-02,0.274509803921569,183,655.672734550861,0.0280561122244489
"11",2019-07-09,0.254901960784314,190,731.787734550861,NA
"12",2019-07-23,0,204,906.485779437339,NA
"13",2019-07-30,0.0588235294117647,211,993.630040571253,NA
"14",2019-08-06,0,218,1092.17900377074,NA
"15",2019-08-13,0.431372549019608,225,1183.9773197685,NA
"16",2019-08-27,0.254901960784314,239,1358.34193063347,NA
"17",2019-09-03,0.333333333333333,246,1449.14352072755,NA
"18",2019-09-10,0.137254901960784,253,1523.39593244089,NA
"19",2019-09-17,0.156862745098039,260,1572.61872349552,NA
"20",2019-09-23,0.0196078431372549,266,1610.73397907492,NA
"21",2019-09-30,0.0392156862745098,273,1636.12154577609,NA
"22",2019-10-07,0,280,1654.05380212022,NA
