"","Date","Counts","Julian","DDs","prop1st"
"1",2021-04-27,0,117,123.507416039955,0
"2",2021-05-03,0.0980392156862745,123,161.347986246131,0.104166666666667
"3",2021-05-10,0.0588235294117647,130,196.556389356265,0.0625
"4",2021-05-17,0.254901960784314,137,258.901435162302,0.270833333333333
"5",2021-05-24,0.0588235294117647,144,289.656683896716,0.0625
"6",2021-06-01,0.117647058823529,152,355.687414084867,0.125
"7",2021-06-08,0.0980392156862745,159,419.495769273129,0.104166666666667
"8",2021-06-15,0.0980392156862745,166,480.256140287143,0.104166666666667
"9",2021-06-22,0.156862745098039,173,567.887514876681,0.166666666666667
"10",2021-06-29,0.0980392156862745,180,689.714975730215,NA
"11",2021-07-08,0.117647058823529,189,834.260476264253,NA
"12",2021-07-13,0.0980392156862745,194,912.359542667135,NA
"13",2021-07-20,0,201,1014.43326890208,NA
"14",2021-07-27,0.0588235294117647,208,1110.02084264041,NA
"15",2021-08-03,0.0196078431372549,215,1224.7339016509,NA
"16",2021-08-10,0.0196078431372549,222,1320.01807548082,NA
"17",2021-08-17,0.0784313725490196,229,1428.72687925059,NA
"18",2021-08-24,0.0392156862745098,236,1494.42827292394,NA
"19",2021-09-01,0.0784313725490196,244,1567.28333022017,NA
"20",2021-09-08,0.0588235294117647,251,1642.34627246847,NA
"21",2021-09-14,0.0196078431372549,257,1696.55430051184,NA
