"","Date","Traps","Counts"
"1","23-Apr-18",1,0
"2","23-Apr-18",2,0
"3","23-Apr-18",3,0
"4","23-Apr-18",4,0
"5","23-Apr-18",5,0
"6","23-Apr-18",6,0
"7","23-Apr-18",7,0
"8","23-Apr-18",8,0
"9","23-Apr-18",9,0
"10","23-Apr-18",10,0
"11","23-Apr-18",11,0
"12","23-Apr-18",12,0
"13","23-Apr-18",13,0
"14","23-Apr-18",14,0
"15","23-Apr-18",15,0
"16","23-Apr-18",16,0
"17","23-Apr-18",17,0
"18","23-Apr-18",18,0
"19","23-Apr-18",19,0
"20","23-Apr-18",20,0
"21","23-Apr-18",21,0
"22","23-Apr-18",22,0
"23","23-Apr-18",23,0
"24","23-Apr-18",24,0
"25","23-Apr-18",25,0
"26","23-Apr-18",26,0
"27","23-Apr-18",27,0
"28","23-Apr-18",28,0
"29","23-Apr-18",29,0
"30","23-Apr-18",30,0
"31","23-Apr-18",31,0
"32","23-Apr-18",32,0
"33","23-Apr-18",33,0
"34","23-Apr-18",34,0
"35","23-Apr-18",35,0
"36","23-Apr-18",36,0
"37","23-Apr-18",37,0
"38","23-Apr-18",38,0
"39","23-Apr-18",39,0
"40","23-Apr-18",40,0
"41","23-Apr-18",41,0
"42","23-Apr-18",42,0
"43","23-Apr-18",43,0
"44","23-Apr-18",44,0
"45","23-Apr-18",45,0
"46","23-Apr-18",46,0
"47","23-Apr-18",47,0
"48","23-Apr-18",48,0
"49","23-Apr-18",49,0
"50","23-Apr-18",50,0
"51","20-Apr-18",1,0
"52","20-Apr-18",2,0
"53","20-Apr-18",3,0
"54","20-Apr-18",4,0
"55","20-Apr-18",5,0
"56","20-Apr-18",6,0
"57","20-Apr-18",7,0
"58","20-Apr-18",8,0
"59","20-Apr-18",9,0
"60","20-Apr-18",10,0
"61","20-Apr-18",11,0
"62","20-Apr-18",12,0
"63","20-Apr-18",13,0
"64","20-Apr-18",14,0
"65","20-Apr-18",15,0
"66","20-Apr-18",16,0
"67","20-Apr-18",17,0
"68","20-Apr-18",18,0
"69","20-Apr-18",19,0
"70","20-Apr-18",20,0
"71","20-Apr-18",21,0
"72","20-Apr-18",22,0
"73","20-Apr-18",23,0
"74","20-Apr-18",24,0
"75","20-Apr-18",25,0
"76","20-Apr-18",26,0
"77","20-Apr-18",27,0
"78","20-Apr-18",28,0
"79","20-Apr-18",29,0
"80","20-Apr-18",30,0
"81","20-Apr-18",31,0
"82","20-Apr-18",32,0
"83","20-Apr-18",33,0
"84","20-Apr-18",34,0
"85","20-Apr-18",35,0
"86","20-Apr-18",36,0
"87","20-Apr-18",37,0
"88","20-Apr-18",38,0
"89","20-Apr-18",39,0
"90","20-Apr-18",40,0
"91","20-Apr-18",41,0
"92","20-Apr-18",42,0
"93","20-Apr-18",43,0
"94","20-Apr-18",44,0
"95","20-Apr-18",45,0
"96","20-Apr-18",46,0
"97","20-Apr-18",47,0
"98","20-Apr-18",48,0
"99","20-Apr-18",49,0
"100","20-Apr-18",50,0
"101","7-May-18",1,0
"102","7-May-18",2,0
"103","7-May-18",3,0
"104","7-May-18",4,0
"105","7-May-18",5,0
"106","7-May-18",6,0
"107","7-May-18",7,0
"108","7-May-18",8,0
"109","7-May-18",9,0
"110","7-May-18",10,0
"111","7-May-18",11,0
"112","7-May-18",12,0
"113","7-May-18",13,0
"114","7-May-18",14,0
"115","7-May-18",15,0
"116","7-May-18",16,0
"117","7-May-18",17,0
"118","7-May-18",18,0
"119","7-May-18",19,0
"120","7-May-18",20,0
"121","7-May-18",21,0
"122","7-May-18",22,0
"123","7-May-18",23,0
"124","7-May-18",24,0
"125","7-May-18",25,0
"126","7-May-18",26,0
"127","7-May-18",27,0
"128","7-May-18",28,0
"129","7-May-18",29,0
"130","7-May-18",30,0
