X,Y,Year
-119.565802828899,49.1373696430562,2015
-119.567994478826,49.1376689695279,2015
-119.568348358079,49.141333543376,2015
-119.566479114445,49.1431210315069,2015
-119.548429672995,49.1554945451389,2015
-119.544155822423,49.1586121716105,2015
-119.561292270203,49.1595239429602,2015
-119.556750000071,49.1597361371675,2015
-119.554749237299,49.1614414996337,2015
-119.560038190962,49.1616516803081,2015
-119.554567297214,49.162826783069,2015
-119.559353387283,49.1632907660743,2015
-119.548675063932,49.1650801814564,2015
-119.546053717226,49.166502743432,2015
-119.555558982188,49.1666411776196,2015
-119.548889250137,49.167628967288,2015
-119.554258046421,49.1677067518879,2015
-119.550569662317,49.1685256020953,2015
-119.546252924368,49.1694385387077,2015
-119.54821847215,49.1701722848907,2015
-119.546835404086,49.1738579661182,2015
-119.471905804295,49.0008225008079,2001
-119.465070622935,49.0009443507445,2001
-119.467813114041,49.0009867245373,2001
-119.472312398087,49.0017349637625,2001
-119.465308437691,49.0026891378262,2001
-119.469253070831,49.0029345584925,2001
-119.470494873204,49.0032803368028,2001
-119.473397655642,49.0034639921356,2001
-119.467646865966,49.0035541814464,2001
-119.462648593929,49.0036253161842,2001
-119.473801094943,49.0049712039968,2001
-119.470300228651,49.0051276747407,2001
-119.464322509599,49.0053175639812,2001
-119.462285719389,49.0054226108558,2001
-119.47077762695,49.0066580531355,2001
-119.474181531295,49.0068635196829,2001
-119.467815927279,49.0070620008424,2001
-119.464921272629,49.0071076275528,2001
-119.471247704851,49.0082968173262,2001
-119.474893087621,49.008705993148,2001
-119.467849715409,49.0102066352555,2001
-119.472053949795,49.0111745149725,2001
-119.46162505169,49.0113721452708,2001
-119.463625386472,49.0117426489258,2001
-119.457965540767,49.0118189809807,2001
-119.475810292016,49.0118612633654,2001
-119.472294669666,49.0119697062995,2001
-119.467657382247,49.0124017313773,2001
-119.47251257493,49.0127707842937,2001
-119.476243211143,49.0128625744976,2001
-119.465845036322,49.012977515017,2001
-119.472734500465,49.0135672772371,2001
-119.476645718621,49.0140774904521,2001
-119.467151438928,49.0146168513945,2001
-119.472718345063,49.0148337374259,2001
-119.476817789301,49.0152293388959,2001
-119.468448129578,49.0159889974506,2001
-119.477192584195,49.0162462894193,2001
-119.478609508539,49.0176174490592,2001
-119.472635029073,49.0178526757555,2001
-119.475920366848,49.0179218168415,2001
-119.470255715572,49.0181332636837,2001
-119.473137487187,49.0187999655947,2001
-119.470847538118,49.0191540417553,2001
-119.477373280775,49.019202071242,2001
-119.473457870087,49.0199177783814,2001
-119.478687821363,49.0207765966366,2001
-119.474083627325,49.021367227093,2001
-119.476272160233,49.0228981050157,2001
-119.47860707852,49.0250705027879,2001
-119.491830491757,49.0272834026755,2001
-119.480148566053,49.0300985729911,2001
-119.476569932375,49.0305866274792,2001
-119.480627404845,49.0313521371796,2001
-119.48225844157,49.0328411818657,2001
-119.478204817456,49.0338684265647,2001
-119.480430500109,49.034061062775,2001
-119.483588682368,49.0351322634804,2001
-119.485099861434,49.0366062156412,2001
-119.481259903673,49.0369962213413,2001
-119.484925310442,49.0376779796971,2001
-119.483268053511,49.0378706677539,2001
-119.477416044241,49.0380441135915,2001
-119.475673187111,49.0390379802928,2001
-119.484111230442,49.0392457447433,2001
-119.479370861007,49.039580133439,2001
-119.48671005628,49.0405433897977,2001
-119.47682030967,49.0406428388518,2001
-119.488449933469,49.0408939825557,2001
-119.490103582556,49.0413150560077,2001
-119.481437382087,49.0413398050188,2001
-119.496941621611,49.0415722509126,2001
-119.478436710328,49.0420316675711,2001
-119.491173355522,49.042249027538,2001
-119.483333930272,49.0426323007744,2001
-119.481188041813,49.0426897307379,2001
-119.494121116355,49.0432598004909,2001
-119.486297869044,49.0433473820605,2001
-119.499474067823,49.0434828259079,2001
-119.492041098132,49.0435839309352,2001
-119.488397338573,49.0441935909995,2001
-119.502735527464,49.0449114972821,2001
-119.485611475073,49.0449488403613,2001
-119.489696760268,49.0451515006096,2001
-119.49665713361,49.0460070565159,2001
-119.491778359335,49.0461549372624,2001
-119.500507606213,49.0462270122456,2001
-119.493305731705,49.0468300623862,2001
-119.484414435291,49.0469464445287,2001
-119.488702709763,49.0470256514494,2001
-119.486270549723,49.0480041391037,2001
-119.506571322686,49.0481143508321,2001
-119.499675238728,49.0482989212458,2001
-119.492178508348,49.0483244910221,2001
-119.496613587481,49.0490336922644,2001
-119.488719904343,49.0491020856374,2001
-119.508437173046,49.0492898765015,2001
-119.500747428305,49.0496589279176,2001
-119.489790309725,49.0502101427832,2001
-119.502202671092,49.0506102603077,2001
-119.496301071553,49.0508171318192,2001
-119.503665381491,49.051071629837,2001
-119.510255732189,49.0513317086648,2001
-119.506641016138,49.0515025399086,2001
-119.49420537916,49.0515068159454,2001
-119.503985621498,49.0517978223356,2001
-119.499329076606,49.0518598645362,2001
-119.508643966094,49.0521822411054,2001
-119.504708109138,49.0525800559817,2001
-119.499211155058,49.0536159732469,2001
-119.58128957316,49.1406146355639,2001
-119.582580542632,49.1417130357664,2001
-119.582398326868,49.1431984211995,2001
-119.583716787334,49.1439482910436,2001
-119.582429856182,49.1451867063755,2001
-119.586889368592,49.1454061093328,2001
-119.582555239549,49.1470966884811,2001
-119.582201919556,49.1485122187374,2001
-119.583972723043,49.1515104931122,2001
-119.581614851598,49.1521457137131,2001
-119.584695546932,49.1528017044957,2001
-119.580103166302,49.1537384695137,2001
-119.583557480594,49.1540341862388,2001
-119.590457902718,49.1547182499742,2001
-119.586921224674,49.1549758133963,2001
-119.579143143696,49.1551557662094,2001
-119.583222332133,49.1553695106791,2001
-119.579193395876,49.1563025299518,2001
-119.58679894585,49.1564092084789,2001
-119.590391116013,49.1565953802935,2001
-119.582126238736,49.1569149320827,2001
-119.583601331985,49.1570828120087,2001
-119.579555885803,49.1571779917584,2001
-119.586762272957,49.1575928254004,2001
-119.591509236407,49.1576315257248,2001
-119.57900989098,49.1586766270706,2001
-119.582578877267,49.1588338721045,2001
-119.586971340002,49.1589249567176,2001
-119.586376948465,49.1599831553094,2001
-119.577427731506,49.1603889561165,2001
-119.585946225878,49.1609998969816,2001
-119.580657504072,49.1616738335649,2001
-119.585325331028,49.1619004318356,2001
-119.576373206596,49.1620720304084,2001
-119.58520915493,49.1629174103548,2001
-119.579988119601,49.1629393388834,2001
-119.589759021922,49.1632679275682,2001
-119.585406429642,49.1640919158569,2001
-119.57550351961,49.1642040415403,2001
-119.579277873866,49.1642481275046,2001
-119.584966095361,49.165051559468,2001
-119.590425626617,49.1655310165689,2001
-119.584412821961,49.1659767541317,2001
-119.577575178516,49.1660809166391,2001
-119.580435937073,49.1664756352394,2001
-119.574039725111,49.1664873068283,2001
-119.590206094173,49.1665189217154,2001
-119.58405741114,49.1670661133085,2001
-119.576241688686,49.1673742748701,2001
-119.589910606337,49.1674580595202,2001
-119.578828117855,49.1682813099191,2001
-119.58291202965,49.168354167597,2001
-119.573846165104,49.1685351261634,2001
-119.571688483865,49.1686536720775,2001
-119.57018621424,49.169317894614,2001
-119.571229649106,49.1698313922786,2001
-119.582310483567,49.1699350294127,2001
-119.577388748797,49.170096334261,2001
-119.581475500295,49.1711782464598,2001
-119.573048223341,49.1712529972915,2001
-119.56654500774,49.1714678903099,2001
-119.574583028384,49.1716437699766,2001
-119.577966644003,49.1716539740814,2001
-119.576419707006,49.1718545078168,2001
-119.571673585359,49.1724032712245,2001
-119.574649644338,49.1726472106194,2001
-119.569858195276,49.1731200784874,2001
-119.573912405751,49.1742290737199,2001
-119.567511229407,49.1744690030324,2001
-119.563115856702,49.1758692375384,2001
-119.560143035532,49.0929815900595,2015
-119.565458857123,49.0983782306627,2015
-119.560519078498,49.1024679512798,2015
-119.563214892937,49.1027008405567,2015
-119.56544719742,49.1039247092626,2015
-119.566742579419,49.1052301119734,2015
-119.564293350557,49.1057298257226,2015
-119.566492042162,49.1066151549045,2015
-119.573690431841,49.1092148131514,2015
-119.566573866485,49.1106803064508,2015
-119.57269319743,49.1122553695997,2015
-119.57375488256,49.1131365812182,2015
-119.574127440052,49.1143076509684,2015
-119.579829695119,49.1160143584389,2015
-119.574798700242,49.1163156769117,2015
-119.575270484361,49.1172237130958,2015
-119.580396103252,49.1173388762857,2015
-119.571253329563,49.1178801938472,2015
-119.57529776508,49.1184143608339,2015
-119.576113754168,49.1192932977136,2015
-119.573737426032,49.1201244588546,2015
-119.576512555567,49.1203207254063,2015
-119.57696295316,49.1213330543364,2015
-119.577310045381,49.122464916478,2015
-119.577761280157,49.1232072318278,2015
-119.582484989985,49.1238987078597,2015
-119.575670396621,49.1239973264091,2015
-119.583689291427,49.1255346108791,2015
-119.579649435188,49.1256879823576,2015
-119.583990162228,49.1294463962225,2015
-119.583910894233,49.1332315617683,2015
-119.582817497513,49.1374514795677,2015
-119.581886217596,49.1389951046873,2015
-119.58128957316,49.1406146355639,2015
-119.582580542632,49.1417130357664,2015
-119.582398326868,49.1431984211995,2015
-119.582429856182,49.1451867063755,2015
-119.582201919556,49.1485122187374,2015
-119.471905804295,49.0008225008079,2007
-119.465070622935,49.0009443507445,2007
-119.467813114041,49.0009867245373,2007
-119.472053949795,49.0111745149725,2013
-119.457965540767,49.0118189809807,2013
-119.486687243989,49.0385498443906,2014
-119.484111230442,49.0392457447433,2014
-119.48671005628,49.0405433897977,2014
-119.490103582556,49.0413150560077,2014
-119.496941621611,49.0415722509126,2014
-119.478436710328,49.0420316675711,2014
-119.491173355522,49.042249027538,2014
-119.483333930272,49.0426323007744,2014
-119.481188041813,49.0426897307379,2014
-119.471340205075,49.042748849676,2014
-119.494121116355,49.0432598004909,2014
-119.499474067823,49.0434828259079,2014
-119.485611475073,49.0449488403613,2014
-119.491778359335,49.0461549372624,2014
-119.493305731705,49.0468300623862,2014
-119.488702709763,49.0470256514494,2014
-119.496613587481,49.0490336922644,2014
-119.49420537916,49.0515068159454,2014
-119.471905804295,49.0008225008079,2000
-119.465070622935,49.0009443507445,2000
-119.467813114041,49.0009867245373,2000
-119.472312398087,49.0017349637625,2000
-119.465308437691,49.0026891378262,2000
-119.469253070831,49.0029345584925,2000
-119.470494873204,49.0032803368028,2000
-119.473397655642,49.0034639921356,2000
-119.467646865966,49.0035541814464,2000
-119.462648593929,49.0036253161842,2000
-119.473801094943,49.0049712039968,2000
-119.470300228651,49.0051276747407,2000
-119.464322509599,49.0053175639812,2000
-119.462285719389,49.0054226108558,2000
-119.47077762695,49.0066580531355,2000
-119.474181531295,49.0068635196829,2000
-119.467815927279,49.0070620008424,2000
-119.464921272629,49.0071076275528,2000
-119.471247704851,49.0082968173262,2000
-119.474893087621,49.008705993148,2000
-119.467849715409,49.0102066352555,2000
-119.472053949795,49.0111745149725,2000
-119.46162505169,49.0113721452708,2000
-119.463625386472,49.0117426489258,2000
-119.457965540767,49.0118189809807,2000
-119.475810292016,49.0118612633654,2000
-119.472294669666,49.0119697062995,2000
-119.467657382247,49.0124017313773,2000
-119.47251257493,49.0127707842937,2000
-119.476243211143,49.0128625744976,2000
-119.465845036322,49.012977515017,2000
-119.472734500465,49.0135672772371,2000
-119.476645718621,49.0140774904521,2000
-119.467151438928,49.0146168513945,2000
-119.472718345063,49.0148337374259,2000
-119.476817789301,49.0152293388959,2000
-119.468448129578,49.0159889974506,2000
-119.477192584195,49.0162462894193,2000
-119.478609508539,49.0176174490592,2000
-119.472635029073,49.0178526757555,2000
-119.475920366848,49.0179218168415,2000
-119.468466340333,49.0180987055132,2000
-119.470255715572,49.0181332636837,2000
-119.473137487187,49.0187999655947,2000
-119.470847538118,49.0191540417553,2000
-119.477373280775,49.019202071242,2000
-119.473457870087,49.0199177783814,2000
-119.478687821363,49.0207765966366,2000
-119.474083627325,49.021367227093,2000
-119.476272160233,49.0228981050157,2000
-119.47860707852,49.0250705027879,2000
-119.491830491757,49.0272834026755,2000
-119.480148566053,49.0300985729911,2000
-119.476569932375,49.0305866274792,2000
-119.480627404845,49.0313521371796,2000
-119.48225844157,49.0328411818657,2000
-119.478204817456,49.0338684265647,2000
-119.480430500109,49.034061062775,2000
-119.483588682368,49.0351322634804,2000
-119.485099861434,49.0366062156412,2000
-119.481259903673,49.0369962213413,2000
-119.484925310442,49.0376779796971,2000
-119.483268053511,49.0378706677539,2000
-119.477416044241,49.0380441135915,2000
-119.486687243989,49.0385498443906,2000
-119.49775076465,49.0388099122545,2000
-119.475673187111,49.0390379802928,2000
-119.484111230442,49.0392457447433,2000
-119.479370861007,49.039580133439,2000
-119.48671005628,49.0405433897977,2000
-119.47682030967,49.0406428388518,2000
-119.488449933469,49.0408939825557,2000
-119.490103582556,49.0413150560077,2000
-119.481437382087,49.0413398050188,2000
-119.496941621611,49.0415722509126,2000
-119.478436710328,49.0420316675711,2000
-119.491173355522,49.042249027538,2000
-119.483333930272,49.0426323007744,2000
-119.481188041813,49.0426897307379,2000
-119.471340205075,49.042748849676,2000
-119.494121116355,49.0432598004909,2000
-119.486297869044,49.0433473820605,2000
-119.499474067823,49.0434828259079,2000
-119.492041098132,49.0435839309352,2000
-119.488397338573,49.0441935909995,2000
-119.493596228953,49.0445610126289,2000
-119.502735527464,49.0449114972821,2000
-119.485611475073,49.0449488403613,2000
-119.489696760268,49.0451515006096,2000
-119.491104768944,49.045663151516,2000
-119.49665713361,49.0460070565159,2000
-119.491778359335,49.0461549372624,2000
-119.500507606213,49.0462270122456,2000
-119.493305731705,49.0468300623862,2000
-119.504788800272,49.0469120646137,2000
-119.484414435291,49.0469464445287,2000
-119.488702709763,49.0470256514494,2000
-119.486270549723,49.0480041391037,2000
-119.506571322686,49.0481143508321,2000
